id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,rating,coordinates/latitude,coordinates/longitude,transactions/0,transactions/1,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,price,location/display_address/2,categories/1/alias,categories/1/title,categories/2/alias,categories/2/title
n6J_j_nUxl__kRZU9vbE6g,taqueria-los-chuchys-san-diego,Taqueria Los Chuchys,https://s3-media1.fl.yelpcdn.com/bphoto/U9RlZcvufvkieopnDoyskQ/o.jpg,false,https://www.yelp.com/biz/taqueria-los-chuchys-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,149,tacos,Tacos,4.5,32.71101,-117.16077,delivery,pickup,543 4th Ave,,,San Diego,92101,US,CA,543 4th Ave,"San Diego, CA 92101",+16193268385,(619) 326-8385,8872.76443219748,$,,,,,
8gtS-ugNXvM90hZgqjIWiw,lolitas-mexican-food-san-diego-5,Lolita's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/1j_X0AKF60gCZZKPTcv2_Q/o.jpg,false,https://www.yelp.com/biz/lolitas-mexican-food-san-diego-5?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,2452,mexican,Mexican,4,32.832264,-117.160599,delivery,,7305 Clairemont Mesa Blvd,Ste A,,San Diego,92111,US,CA,7305 Clairemont Mesa Blvd,Ste A,+18588747983,(858) 874-7983,4676.0410374419325,$,"San Diego, CA 92111",,,,
33Pt6j__dIkO2nLzrj3HLw,chuys-taco-shop-san-diego,Chuy's Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/Ob4r_a-qoGq2hbeSv0GcBw/o.jpg,false,https://www.yelp.com/biz/chuys-taco-shop-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,695,mexican,Mexican,4.5,32.76743,-117.05517,delivery,pickup,6663 El Cajon Blvd,Ste G,,San Diego,92115,US,CA,6663 El Cajon Blvd,Ste G,+16194697777,(619) 469-7777,9614.38823143559,$,"San Diego, CA 92115",,,,
SdjxzqHGth-Drdxpbl5eYA,salud-san-diego-5,Salud,https://s3-media4.fl.yelpcdn.com/bphoto/07hMlTJvE5FWdcGFLJqkqA/o.jpg,false,https://www.yelp.com/biz/salud-san-diego-5?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1570,mexican,Mexican,4,32.6981987270296,-117.13937100023,delivery,,2196 Logan Ave,,,San Diego,92113,US,CA,2196 Logan Ave,"San Diego, CA 92113",+16192553856,(619) 255-3856,10362.893264055758,$,,,,,
s2xzcM6Q22gy2P3Za-X61Q,coal-bros-taqueria-san-diego,Coal Bros Taqueria,https://s3-media4.fl.yelpcdn.com/bphoto/NdQ257iZIFh3IwPQ3O37tg/o.jpg,false,https://www.yelp.com/biz/coal-bros-taqueria-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,86,tacos,Tacos,5,32.71652,-117.16077,delivery,pickup,407 C St,,,San Diego,92101,US,CA,407 C St,"San Diego, CA 92101",+16194916389,(619) 491-6389,8250.223269626895,,,,,,
43BHmEbS7eBRxC7MFnqv7Q,las-cuatro-milpas-san-diego-2,Las Cuatro Milpas,https://s3-media4.fl.yelpcdn.com/bphoto/FO2K895XPJQ2JmRekZEuBA/o.jpg,false,https://www.yelp.com/biz/las-cuatro-milpas-san-diego-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,2155,mexican,Mexican,4.5,32.701918,-117.145135,,,1857 Logan Ave,,,San Diego,92113,US,CA,1857 Logan Ave,"San Diego, CA 92113",,,9893.033962715792,$,,breakfast_brunch,Breakfast & Brunch,,
ssJJPFuV6tTDgHYe2w9csQ,oscars-mexican-seafood-san-diego-3,Oscars Mexican Seafood,https://s3-media1.fl.yelpcdn.com/bphoto/nmtXm16znYiTmTIP5MQdBA/o.jpg,false,https://www.yelp.com/biz/oscars-mexican-seafood-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,2884,mexican,Mexican,4.5,32.808189,-117.260846,delivery,pickup,703 Turquoise St,,,San Diego,92109,US,CA,703 Turquoise St,"San Diego, CA 92109",+18584886392,(858) 488-6392,10169.337870676562,$,,seafood,Seafood,,
GZJQc4hMTibVNaS3_ksF-Q,la-playa-taco-shop-san-diego,La Playa Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/y8Ei5lv5R-Gw__J4vAa7lg/o.jpg,false,https://www.yelp.com/biz/la-playa-taco-shop-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1194,tacos,Tacos,4.5,32.78939,-117.25308,delivery,,3973 Mission Blvd,,,San Diego,92109,US,CA,3973 Mission Blvd,"San Diego, CA 92109",+18584887405,(858) 488-7405,9258.62822052106,$,,,,,
G490wIFt0esrvxXFvbqovQ,tj-birrieria-san-diego,TJ Birrieria,https://s3-media1.fl.yelpcdn.com/bphoto/QPJrpcTSu3yMKdloE-qmZQ/o.jpg,false,https://www.yelp.com/biz/tj-birrieria-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,94,mexican,Mexican,4,32.70126,-117.14751,delivery,,1794 Newton Ave,,,San Diego,92113,US,CA,1794 Newton Ave,"San Diego, CA 92113",+16192551634,(619) 255-1634,9952.959378018339,$,,,,,
8caDxhRrzu10eDmQACpMDA,tacos-el-cabrón-san-diego-3,Tacos El Cabrón,https://s3-media2.fl.yelpcdn.com/bphoto/15P9mQFQOczpwlirALs-OQ/o.jpg,false,https://www.yelp.com/biz/tacos-el-cabr%C3%B3n-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,399,mexican,Mexican,4,32.710719456919,-117.161089675616,delivery,pickup,532 4th Ave,,,San Diego,92101,US,CA,532 4th Ave,"San Diego, CA 92101",+16195017752,(619) 501-7752,8903.042066508553,$$,,,,,
NFM1TlNoEz9awvfonbfNrw,palmitos-mexican-eatery-san-diego-3,Palmitos Mexican Eatery,https://s3-media1.fl.yelpcdn.com/bphoto/8rTh_-w93AlZ-Of_SA3xrg/o.jpg,false,https://www.yelp.com/biz/palmitos-mexican-eatery-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,300,mexican,Mexican,4,32.8341,-117.1796,delivery,pickup,5145 Clairemont Mesa Blvd,,,San Diego,92117,US,CA,5145 Clairemont Mesa Blvd,"San Diego, CA 92117",+18589741946,(858) 974-1946,5402.5552959005645,$,,,,,
cexxLL6wmxZGuBXGgKK-8Q,el-gordo-mexican-food-san-diego-3,El Gordo Mexican Food,https://s3-media2.fl.yelpcdn.com/bphoto/vZlS-l-EC4kPDiGwhpKPzg/o.jpg,false,https://www.yelp.com/biz/el-gordo-mexican-food-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,21,mexican,Mexican,4,32.82836855006261,-117.1537959,delivery,pickup,4768 Convoy St,,,San Diego,92111,US,CA,4768 Convoy St,"San Diego, CA 92111",+18582216530,(858) 221-6530,4203.155456466992,,,hotdogs,Fast Food,,
19x90_yOoljPPa-KDcLsLg,harrys-taco-club-san-diego,Harry's Taco Club,https://s3-media3.fl.yelpcdn.com/bphoto/Vgs01b04C8fbFbBuuQ3ukg/o.jpg,false,https://www.yelp.com/biz/harrys-taco-club-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,68,tacos,Tacos,5,32.7986742786113,-117.252488136292,delivery,pickup,4612 Cass St,,,San Diego,92109,US,CA,4612 Cass St,"San Diego, CA 92109",,,9242.174502799093,,,cocktailbars,Cocktail Bars,,
zCP7tTuUPkw9PeiyOp8FTw,el-zarape-restaurant-san-diego-4,El Zarape Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/yz0b5tH3IGaFblc_VicCRQ/o.jpg,false,https://www.yelp.com/biz/el-zarape-restaurant-san-diego-4?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,2651,mexican,Mexican,4,32.7618065,-117.146379,delivery,,4642 Park Blvd,,,San Diego,92116,US,CA,4642 Park Blvd,"San Diego, CA 92116",+16196921652,(619) 692-1652,3278.3885011072834,$,,,,,
bCDi6bD9bCISqFZ3OyDbOg,vallarta-express-mexican-eatery-san-diego,Vallarta Express Mexican Eatery,https://s3-media3.fl.yelpcdn.com/bphoto/hfFoSPoS4KexxWQmkuqq_w/o.jpg,false,https://www.yelp.com/biz/vallarta-express-mexican-eatery-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1376,mexican,Mexican,4,32.821346282959,-117.182472229004,delivery,,4277 Genesee Ave,,,San Diego,92117,US,CA,4277 Genesee Ave,"San Diego, CA 92117",+18585696945,(858) 569-6945,4339.998618265366,$,,,,,
06lBpQZ3Ye9w7zL8j_tFPw,tacos-el-gordo-chula-vista-6,Tacos El Gordo,https://s3-media3.fl.yelpcdn.com/bphoto/bzKLq8UMLT0uuF5xxYJjbg/o.jpg,false,https://www.yelp.com/biz/tacos-el-gordo-chula-vista-6?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,5146,mexican,Mexican,4.5,32.62905,-117.08917,delivery,,556 Broadway,,,Chula Vista,91910,US,CA,556 Broadway,"Chula Vista, CA 91910",+16192717222,(619) 271-7222,18965.147084237233,$,,,,,
_kWPHb4a5PAON-E2CoOluQ,tacos-asadero-san-diego,Tacos Asadero,https://s3-media3.fl.yelpcdn.com/bphoto/XEiZm9dA19YlGmOv8UVBgA/o.jpg,false,https://www.yelp.com/biz/tacos-asadero-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,174,mexican,Mexican,4.5,33.00225,-117.059148,,,15721 Bernardo Heights Pkwy,,,San Diego,92128,US,CA,15721 Bernardo Heights Pkwy,"San Diego, CA 92128",+18585922600,(858) 592-2600,25153.621277075337,$,,,,,
whcQ3JRgfX-CJ-f3LQxDtw,picante-taqueria-mexican-grill-san-diego-6,Picante Taqueria Mexican Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Y1yVGO3csbBai9Q4K6f-Ig/o.jpg,false,https://www.yelp.com/biz/picante-taqueria-mexican-grill-san-diego-6?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,266,breakfast_brunch,Breakfast & Brunch,4,32.79329,-117.0982,delivery,pickup,6620 Mission Gorge Rd,,,San Diego,92120,US,CA,6620 Mission Gorge Rd,"San Diego, CA 92120",+16193589198,(619) 358-9198,5230.986512431691,$,,tacos,Tacos,,
1xNYUQqnSKcQPxN-sApuIQ,rigobertos-taco-shop-san-diego-2,Rigoberto's Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/6UqhhD8VxeLmS0Cvh658-A/o.jpg,false,https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,816,tacos,Tacos,4,32.87994,-117.16208,delivery,,7094 Miramar Rd,,,San Diego,92121,US,CA,7094 Miramar Rd,"San Diego, CA 92121",+18582710170,(858) 271-0170,9949.517819456574,$,,,,,
xsm2uqj58l8QTqHxRgbMHQ,california-burritos-san-diego,California Burritos,https://s3-media3.fl.yelpcdn.com/bphoto/5bcQ1Qb6fdzttubwi_dQiA/o.jpg,false,https://www.yelp.com/biz/california-burritos-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,835,mexican,Mexican,4,32.79333,-117.15598,delivery,,7754 Starling Dr,,,San Diego,92123,US,CA,7754 Starling Dr,"San Diego, CA 92123",+18585691600,(858) 569-1600,370.6358028129525,$,,breakfast_brunch,Breakfast & Brunch,,
S7wOVlUXorhT1LWNDBPVDw,birrieria-la-loteria-san-diego,Birrieria La Loteria,https://s3-media4.fl.yelpcdn.com/bphoto/dU7lGRkdaz1febPc8Y4Ang/o.jpg,false,https://www.yelp.com/biz/birrieria-la-loteria-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,18,foodtrucks,Food Trucks,5,32.7403436,-117.0499749,,,6873 Federal Blvd,,,San Diego,91945,US,CA,6873 Federal Blvd,"San Diego, CA 91945",+16193924886,(619) 392-4886,11222.733872399245,,,tacos,Tacos,,
yqTK2VA22GUyhFofgI40TQ,los-panchos-san-diego-4,Los Panchos,https://s3-media1.fl.yelpcdn.com/bphoto/c1Fwl6ZRUdzyXqkEHGFLsA/o.jpg,false,https://www.yelp.com/biz/los-panchos-san-diego-4?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,188,mexican,Mexican,4.5,32.76667,-117.18327,delivery,,6110 Friars Rd,Ste 101,,San Diego,92108,US,CA,6110 Friars Rd,Ste 101,+16192720626,(619) 272-0626,3808.9024235666748,$,"San Diego, CA 92108",,,,
O-j2jGY0OHDSJCIU8LjPBQ,taco-love-mobile-catering-san-diego,Taco Love Mobile Catering,https://s3-media1.fl.yelpcdn.com/bphoto/D4r4VuJwRSrbcVMO_3O9Yg/o.jpg,false,https://www.yelp.com/biz/taco-love-mobile-catering-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,26,tacos,Tacos,4.5,32.71108,-117.09483,,,4637 Market St,,,San Diego,92102,US,CA,4637 Market St,"San Diego, CA 92102",+16197159375,(619) 715-9375,10423.463027852487,$$,,foodtrucks,Food Trucks,,
p5eu9JPW8XT__f3afPQNyQ,kikos-place-seafood-san-diego,Kiko's Place Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/E3Nm0kI1E7kfVSWabdREVw/o.jpg,false,https://www.yelp.com/biz/kikos-place-seafood-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,671,mexican,Mexican,4.5,32.77402,-117.15447,,,5494 Mission Center Rd,,,San Diego,92108,US,CA,5494 Mission Center Rd,"San Diego, CA 92108",+16193417397,(619) 341-7397,1847.0613172371038,$,,seafood,Seafood,foodtrucks,Food Trucks
Zc_r2V5Wb_QwryKU2ch3-A,the-taco-stand-san-diego-3,The Taco Stand,https://s3-media1.fl.yelpcdn.com/bphoto/xpFvMI329LXYz7Bxe2yqtQ/o.jpg,false,https://www.yelp.com/biz/the-taco-stand-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,817,mexican,Mexican,4,32.717624,-117.158631,delivery,pickup,645 B St,,,San Diego,92101,US,CA,645 B St,"San Diego, CA 92101",+16195460570,(619) 546-0570,8122.290292774126,$,,,,,
wL7Z4NJakeQ4yz9GSWki0A,ortizs-taco-shop-san-diego,Ortiz's Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/QrZATKQb12Z9RhSDUCVREw/o.jpg,false,https://www.yelp.com/biz/ortizs-taco-shop-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,597,mexican,Mexican,4.5,32.74049,-117.22903,delivery,,3704 Voltaire St,,,San Diego,92107,US,CA,3704 Voltaire St,"San Diego, CA 92107",+16192224476,(619) 222-4476,8943.381255509492,$,,hotdogs,Fast Food,,
c2iFpIROV9OVK3wd24J0Tw,la-vecindad-neighborhood-tacos-san-diego-2,La Vecindad Neighborhood Tacos,https://s3-media3.fl.yelpcdn.com/bphoto/Cm9oF29wlGv5Z3QaeYoUZQ/o.jpg,false,https://www.yelp.com/biz/la-vecindad-neighborhood-tacos-san-diego-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,998,tacos,Tacos,4.5,32.7476563,-117.1602513,delivery,,3827 5th Ave,,,San Diego,92103,US,CA,3827 5th Ave,"San Diego, CA 92103",+16195012885,(619) 501-2885,4819.13577936874,$$,,cocktailbars,Cocktail Bars,beerbar,Beer Bar
mzLGnmpwtrIgUeplJtmOOw,la-puerta-san-diego,La Puerta,https://s3-media4.fl.yelpcdn.com/bphoto/2A8xgPCHLPtwtpw0mvpVlw/o.jpg,false,https://www.yelp.com/biz/la-puerta-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,3761,mexican,Mexican,4,32.7110023498535,-117.161323547363,delivery,pickup,560 4th Ave,,,San Diego,92101,US,CA,560 4th Ave,"San Diego, CA 92101",+16196963466,(619) 696-3466,8853.637819078784,$$,,cocktailbars,Cocktail Bars,,
iGkLE8G0m2OBZXgOxqQm7w,oscars-mexican-seafood-san-diego-6,Oscars Mexican Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/nWpy5z9l3F3jEyA4WpTNlw/o.jpg,false,https://www.yelp.com/biz/oscars-mexican-seafood-san-diego-6?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1612,seafood,Seafood,4,32.7486014556313,-117.15913947605,delivery,pickup,646 University Ave,,,San Diego,92103,US,CA,646 University Ave,"San Diego, CA 92103",+16192305560,(619) 230-5560,4690.501461499774,$,,mexican,Mexican,,
